#           USTAR            CLAG         DENSITY          STRESS
  2.26713023e+02  1.05177357e+04  3.67030098e+03  7.57756699e+09
  2.27312651e+02  1.05322234e+04  3.67051538e+03  7.60016060e+09
  2.27912278e+02  1.05385615e+04  3.67072958e+03  7.62277656e+09
  2.28511905e+02  1.05442301e+04  3.67094369e+03  7.64540541e+09
  2.29111532e+02  1.05509732e+04  3.67115769e+03  7.66804758e+09
  2.29711160e+02  1.05653900e+04  3.67137151e+03  7.69071247e+09
  2.30310787e+02  1.05798074e+04  3.67158506e+03  7.71340830e+09
  2.30910414e+02  1.05931441e+04  3.67179835e+03  7.73613392e+09
  2.31510041e+02  1.06037427e+04  3.67201143e+03  7.75888524e+09
  2.32109669e+02  1.06137053e+04  3.67222433e+03  7.78165862e+09
  2.32709296e+02  1.06232874e+04  3.67243705e+03  7.80445298e+09
  2.33308923e+02  1.06324738e+04  3.67264961e+03  7.82726748e+09
  2.33908550e+02  1.06418870e+04  3.67286201e+03  7.85010195e+09
  2.34508178e+02  1.06518796e+04  3.67307425e+03  7.87295725e+09
  2.35107805e+02  1.06622548e+04  3.67328630e+03  7.89583441e+09
  2.35707432e+02  1.06728178e+04  3.67349817e+03  7.91873404e+09
  2.36307059e+02  1.06838383e+04  3.67370985e+03  7.94165684e+09
  2.36906687e+02  1.06947139e+04  3.67392134e+03  7.96460314e+09
  2.37506314e+02  1.07066036e+04  3.67413262e+03  7.98757387e+09
  2.38105941e+02  1.07414163e+04  3.67434348e+03  8.01059474e+09
  2.38705568e+02  1.07762089e+04  3.67455367e+03  8.03369031e+09
  2.39305196e+02  1.07860600e+04  3.67476345e+03  8.05683380e+09
  2.39904823e+02  1.07938307e+04  3.67497309e+03  8.07999620e+09
  2.40504450e+02  1.08265735e+04  3.67518235e+03  8.10320209e+09
